id,value
 38,
 38.37,
 38.37.36,
 38.37.36.34,
 38.37.36.34.31,
 38.37.36.34.31.28,
 38.37.36.34.31.28.21,
 38.37.36.34.31.28.21.6,
 38.37.36.34.31.28.21.5,
 38.37.36.34.31.28.18,
 38.37.36.34.31.2,
 38.37.36.34.27,
 38.37.36.34.27.25,
 38.37.36.34.27.25.22,
 38.37.36.34.27.25.22.1,
 38.37.36.34.27.25.22.0,
 38.37.36.34.27.25.12,
 38.37.36.34.27.7,
 38.37.36.33,
 38.37.36.33.32,
 38.37.36.33.32.30,
 38.37.36.33.32.30.29,
 38.37.36.33.32.30.29.23,
 38.37.36.33.32.30.29.23.8,
 38.37.36.33.32.30.29.23.3,
 38.37.36.33.32.30.29.20,
 38.37.36.33.32.30.29.20.9,
 38.37.36.33.32.30.29.20.4,
 38.37.36.33.32.30.24,
 38.37.36.33.32.30.24.16,
 38.37.36.33.32.30.24.13,
 38.37.36.33.32.10,
 38.37.36.33.26,
 38.37.36.33.26.19,
 38.37.36.33.26.14,
 38.37.35,
 38.37.35.17,
 38.37.35.15,
 38.11,
