id,value
 196,
 196.193,
 196.193.187,
 196.193.187.175,
 196.193.187.175.79,
 196.193.187.175.86,
 196.193.187.182,
 196.193.187.182.75,
 196.193.187.182.164,
 196.193.187.182.164.10,
 196.193.187.182.164.136,
 196.193.187.182.164.136.46,
 196.193.187.182.164.136.95,
 196.193.192,
 196.193.192.178,
 196.193.192.178.163,
 196.193.192.178.163.152,
 196.193.192.178.163.152.97,
 196.193.192.178.163.152.141,
 196.193.192.178.163.152.141.23,
 196.193.192.178.163.152.141.30,
 196.193.192.178.163.158,
 196.193.192.178.163.158.66,
 196.193.192.178.163.158.154,
 196.193.192.178.163.158.154.143,
 196.193.192.178.163.158.154.143.129,
 196.193.192.178.163.158.154.143.129.15,
 196.193.192.178.163.158.154.143.129.16,
 196.193.192.178.163.158.154.143.142,
 196.193.192.178.163.158.154.143.142.14,
 196.193.192.178.163.158.154.143.142.122,
 196.193.192.178.163.158.154.143.142.122.108,
 196.193.192.178.163.158.154.143.142.122.108.8,
 196.193.192.178.163.158.154.143.142.122.108.85,
 196.193.192.178.163.158.154.143.142.122.120,
 196.193.192.178.163.158.154.143.142.122.120.51,
 196.193.192.178.163.158.154.143.142.122.120.111,
 196.193.192.178.163.158.154.143.142.122.120.111.17,
 196.193.192.178.163.158.154.143.142.122.120.111.105,
 196.193.192.178.163.158.154.143.142.122.120.111.105.0,
 196.193.192.178.163.158.154.143.142.122.120.111.105.88,
 196.193.192.178.163.158.154.153,
 196.193.192.178.163.158.154.153.2,
 196.193.192.178.163.158.154.153.5,
 196.193.192.178.167,
 196.193.192.178.167.144,
 196.193.192.178.167.144.76,
 196.193.192.178.167.144.87,
 196.193.192.178.167.150,
 196.193.192.178.167.150.27,
 196.193.192.178.167.150.149,
 196.193.192.178.167.150.149.6,
 196.193.192.178.167.150.149.37,
 196.193.192.190,
 196.193.192.190.171,
 196.193.192.190.171.4,
 196.193.192.190.171.70,
 196.193.192.190.185,
 196.193.192.190.185.18,
 196.193.192.190.185.170,
 196.193.192.190.185.170.82,
 196.193.192.190.185.170.134,
 196.193.192.190.185.170.134.81,
 196.193.192.190.185.170.134.133,
 196.193.192.190.185.170.134.133.9,
 196.193.192.190.185.170.134.133.52,
 196.195,
 196.195.191,
 196.195.191.176,
 196.195.191.176.41,
 196.195.191.176.169,
 196.195.191.176.169.42,
 196.195.191.176.169.49,
 196.195.191.183,
 196.195.191.183.11,
 196.195.191.183.165,
 196.195.191.183.165.73,
 196.195.191.183.165.98,
 196.195.194,
 196.195.194.184,
 196.195.194.184.177,
 196.195.194.184.177.63,
 196.195.194.184.177.145,
 196.195.194.184.177.145.53,
 196.195.194.184.177.145.96,
 196.195.194.184.181,
 196.195.194.184.181.168,
 196.195.194.184.181.168.140,
 196.195.194.184.181.168.140.112,
 196.195.194.184.181.168.140.112.20,
 196.195.194.184.181.168.140.112.78,
 196.195.194.184.181.168.140.118,
 196.195.194.184.181.168.140.118.39,
 196.195.194.184.181.168.140.118.43,
 196.195.194.184.181.168.156,
 196.195.194.184.181.168.156.147,
 196.195.194.184.181.168.156.147.130,
 196.195.194.184.181.168.156.147.130.67,
 196.195.194.184.181.168.156.147.130.84,
 196.195.194.184.181.168.156.147.131,
 196.195.194.184.181.168.156.147.131.12,
 196.195.194.184.181.168.156.147.131.90,
 196.195.194.184.181.168.156.148,
 196.195.194.184.181.168.156.148.114,
 196.195.194.184.181.168.156.148.114.32,
 196.195.194.184.181.168.156.148.114.58,
 196.195.194.184.181.168.156.148.128,
 196.195.194.184.181.168.156.148.128.45,
 196.195.194.184.181.168.156.148.128.56,
 196.195.194.184.181.179,
 196.195.194.184.181.179.166,
 196.195.194.184.181.179.166.36,
 196.195.194.184.181.179.166.127,
 196.195.194.184.181.179.166.127.77,
 196.195.194.184.181.179.166.127.106,
 196.195.194.184.181.179.166.127.106.69,
 196.195.194.184.181.179.166.127.106.104,
 196.195.194.184.181.179.166.127.106.104.19,
 196.195.194.184.181.179.166.127.106.104.21,
 196.195.194.184.181.179.174,
 196.195.194.184.181.179.174.159,
 196.195.194.184.181.179.174.159.139,
 196.195.194.184.181.179.174.159.139.107,
 196.195.194.184.181.179.174.159.139.107.34,
 196.195.194.184.181.179.174.159.139.107.57,
 196.195.194.184.181.179.174.159.139.126,
 196.195.194.184.181.179.174.159.139.126.26,
 196.195.194.184.181.179.174.159.139.126.125,
 196.195.194.184.181.179.174.159.139.126.125.74,
 196.195.194.184.181.179.174.159.139.126.125.115,
 196.195.194.184.181.179.174.159.139.126.125.115.13,
 196.195.194.184.181.179.174.159.139.126.125.115.109,
 196.195.194.184.181.179.174.159.139.126.125.115.109.1,
 196.195.194.184.181.179.174.159.139.126.125.115.109.35,
 196.195.194.184.181.179.174.159.151,
 196.195.194.184.181.179.174.159.151.121,
 196.195.194.184.181.179.174.159.151.121.28,
 196.195.194.184.181.179.174.159.151.121.44,
 196.195.194.184.181.179.174.159.151.137,
 196.195.194.184.181.179.174.159.151.137.123,
 196.195.194.184.181.179.174.159.151.137.123.60,
 196.195.194.184.181.179.174.159.151.137.123.110,
 196.195.194.184.181.179.174.159.151.137.123.110.72,
 196.195.194.184.181.179.174.159.151.137.123.110.101,
 196.195.194.184.181.179.174.159.151.137.123.110.101.7,
 196.195.194.184.181.179.174.159.151.137.123.110.101.89,
 196.195.194.184.181.179.174.159.151.137.135,
 196.195.194.184.181.179.174.159.151.137.135.113,
 196.195.194.184.181.179.174.159.151.137.135.113.65,
 196.195.194.184.181.179.174.159.151.137.135.113.99,
 196.195.194.184.181.179.174.159.151.137.135.113.99.40,
 196.195.194.184.181.179.174.159.151.137.135.113.99.61,
 196.195.194.184.181.179.174.159.151.137.135.124,
 196.195.194.184.181.179.174.159.151.137.135.124.29,
 196.195.194.184.181.179.174.159.151.137.135.124.64,
 196.195.194.184.181.179.174.162,
 196.195.194.184.181.179.174.162.138,
 196.195.194.184.181.179.174.162.138.48,
 196.195.194.184.181.179.174.162.138.62,
 196.195.194.184.181.179.174.162.161,
 196.195.194.184.181.179.174.162.161.117,
 196.195.194.184.181.179.174.162.161.117.31,
 196.195.194.184.181.179.174.162.161.117.102,
 196.195.194.184.181.179.174.162.161.117.102.47,
 196.195.194.184.181.179.174.162.161.117.102.83,
 196.195.194.184.181.179.174.162.161.146,
 196.195.194.184.181.179.174.162.161.146.116,
 196.195.194.184.181.179.174.162.161.146.116.59,
 196.195.194.184.181.179.174.162.161.146.116.80,
 196.195.194.184.181.179.174.162.161.146.132,
 196.195.194.184.181.179.174.162.161.146.132.100,
 196.195.194.184.181.179.174.162.161.146.132.100.24,
 196.195.194.184.181.179.174.162.161.146.132.100.92,
 196.195.194.184.181.179.174.162.161.146.132.119,
 196.195.194.184.181.179.174.162.161.146.132.119.50,
 196.195.194.184.181.179.174.162.161.146.132.119.103,
 196.195.194.184.181.179.174.162.161.146.132.119.103.71,
 196.195.194.184.181.179.174.162.161.146.132.119.103.93,
 196.195.194.189,
 196.195.194.189.186,
 196.195.194.189.186.91,
 196.195.194.189.186.172,
 196.195.194.189.186.172.55,
 196.195.194.189.186.172.157,
 196.195.194.189.186.172.157.22,
 196.195.194.189.186.172.157.54,
 196.195.194.189.188,
 196.195.194.189.188.38,
 196.195.194.189.188.180,
 196.195.194.189.188.180.68,
 196.195.194.189.188.180.173,
 196.195.194.189.188.180.173.155,
 196.195.194.189.188.180.173.155.3,
 196.195.194.189.188.180.173.155.33,
 196.195.194.189.188.180.173.160,
 196.195.194.189.188.180.173.160.25,
 196.195.194.189.188.180.173.160.94,
