id,value
28,
28.26,
28.27,
 28.26.11,
 28.26.24,
 28.26.24.15,
 28.26.24.15.4,
 28.26.24.15.9,
 28.26.24.22,
 28.26.24.22.10,
 28.26.24.22.21,
 28.26.24.22.21.13,
 28.26.24.22.21.17,
 28.26.24.22.21.17.3,
 28.26.24.22.21.17.8,
 28.27.20,
 28.27.20.18,
 28.27.20.18.0,
 28.27.20.18.1,
 28.27.20.19,
 28.27.20.19.12,
 28.27.20.19.7,
 28.27.25,
 28.27.25.16,
 28.27.25.16.5,
 28.27.25.16.6,
 28.27.25.23,
 28.27.25.23.14,
 28.27.25.23.2,
